gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,d_relaxation,stagger_tol,reaction_y,disp_y,step,iters,converged,err_u,err_d,rss_mb
10924,7680,1384,standard,from_u,0.9777142669702209,5831.868786601561,-18.073021899814417,-18.073021899814417,y,0.10300000000000001,y,_default_spsolve,gmres-phase,1,46,True,True,nan,4.84089911304467e-11,2.4047247388893764e-12,4.840890387640551e-11,68.83888541162014,5.289912223815918e-06,38.89763653278351,18.610547423362732,10.568507432937622,0.5973362326622009,1.0,1e-05,-18.073021899814417,0.10300000000000001,20,53,True,1.4474036821368978e-06,8.824818076373332e-06,546.078125
10924,7680,1384,standard,from_u,0.9790339178970193,6273.235615544598,-17.830432631466252,-17.830432631466252,y,0.1052,y,_default_spsolve,gmres-phase,1,46,True,True,nan,9.887111986999515e-11,2.2960318985355645e-12,9.88711606407832e-11,66.33367347717285,5.602836608886719e-06,37.533792704343796,17.967261373996735,10.079518929123878,0.5852658450603485,1.0,1e-05,-17.830432631466252,0.1052,21,51,True,1.5910983395972585e-06,9.589881136702059e-06,541.8515625
10924,7680,1384,standard,from_u,0.9801963526124308,6727.07418321474,-17.585680207205073,-17.585680207205073,y,0.1074,y,_default_spsolve,gmres-phase,1,47,True,True,nan,7.756594921062438e-11,2.3663948008967703e-12,7.756593785319671e-11,76.17523512244225,5.647540092468262e-06,43.3273269534111,20.42232285439968,11.561326503753662,0.6935747861862183,1.0,1e-05,-17.585680207205073,0.1074,22,59,True,1.534065483779771e-06,9.470684148365424e-06,564.35546875
10924,7680,1384,standard,from_u,0.9812634401202905,7225.913130356535,-17.2037722970204,-17.2037722970204,y,0.1096,y,_default_spsolve,gmres-phase,1,47,True,True,nan,7.299350351892478e-11,2.4351276139973284e-12,7.29935174213347e-11,129.63556575775146,4.783272743225098e-06,73.44442194700241,34.90199202299118,19.8353079110384,1.2191364765167236,1.0,1e-05,-17.2037722970204,0.1096,23,99,True,1.652842547061756e-06,9.914279146571574e-06,568.22265625
10924,7680,1384,standard,from_u,0.9826337075104428,8019.815947310017,-14.168966804625803,-14.168966804625803,y,0.11180000000000001,y,_default_spsolve,gmres-phase,1,51,True,True,nan,9.380490327638297e-11,1.969327318079351e-12,9.380490786789175e-11,280.5760690718889,5.081295967102051e-06,158.93981117010117,75.29169173538685,42.86909681558609,3.053461506962776,1.0,1e-05,-14.168966804625803,0.11180000000000001,24,217,True,1.6134127678296437e-06,9.73716704726102e-06,521.34765625
10924,7680,1384,standard,from_u,0.9850435504009378,14157.250569569595,-5.7827502854690325,-5.7827502854690325,y,0.114,y,_default_spsolve,gmres-phase,1,66,True,True,nan,7.371838719261747e-11,1.2695630994759115e-12,7.371839604965512e-11,377.4274125099182,5.111098289489746e-06,210.67745791375637,103.29455676674843,57.398951932787895,5.501095280051231,1.0,1e-05,-5.7827502854690325,0.114,25,292,True,9.82287515009809e-06,2.0818562910555436e-06,587.0234375
10924,7680,1384,standard,from_u,0.985547576205667,16667.26274357247,-1.1594799959071922,-1.1594799959071922,y,0.1162,y,_default_spsolve,gmres-phase,1,74,True,True,nan,8.062497292984402e-11,1.2319699066422042e-13,8.062497252464616e-11,284.65512077510357,4.902482032775879e-06,158.17401307821274,77.43928974866867,43.09929655492306,5.508600637316704,1.0,1e-05,-1.1594799959071922,0.1162,26,219,True,9.550913843595185e-06,6.174740538235576e-06,535.17578125
10924,7680,1384,standard,from_u,0.9858689394367188,16800.63886660761,-1.0887187955514748,-1.0887187955514748,y,0.1184,y,_default_spsolve,gmres-phase,1,75,True,True,nan,7.729534040390902e-11,7.758935642989102e-14,7.729534490793291e-11,30.436496794223785,5.587935447692871e-06,16.847750157117844,8.346279874444008,4.542273119091988,0.5858922153711319,1.0,1e-05,-1.0887187955514748,0.1184,27,23,True,1.3404632822458097e-06,5.547625005888417e-06,542.49609375
10924,7680,1384,standard,from_u,0.9882714308491158,17497.387584477998,-1.0065475665764039,-1.0065475665764039,y,0.1206,y,_default_spsolve,gmres-phase,1,76,True,True,nan,7.66248318882878e-11,6.921182785367622e-14,7.662483297944339e-11,32.99907174706459,4.1425228118896484e-06,18.39072695374489,8.861580491065979,5.00848563015461,0.6391779184341431,1.0,1e-05,-1.0065475665764039,0.1206,28,25,True,2.6459421578925287e-06,8.025585759515774e-06,563.73046875
10924,7680,1384,standard,from_u,0.9904526529397184,18242.084310374274,-0.9264766006394062,-0.9264766006394062,y,0.12279999999999999,y,_default_spsolve,gmres-phase,1,77,True,True,nan,7.598172119431526e-11,8.811563860498813e-14,7.598172152888349e-11,45.72543349862099,5.7220458984375e-06,25.420842587947845,12.424494743347168,6.8552930653095245,0.9097748100757599,1.0,1e-05,-0.9264766006394062,0.12279999999999999,29,34,True,2.6850839873666877e-06,7.723834773012756e-06,579.21484375
10924,7680,1384,standard,from_u,0.9924568024645543,18988.354695005124,-0.8480292726594362,-0.8480292726594362,y,0.125,y,_default_spsolve,gmres-phase,1,77,True,True,nan,9.947419986254708e-11,7.342674971427901e-14,9.947420326913819e-11,68.0711717903614,5.781650543212891e-06,37.987073957920074,18.43528041243553,10.129138872027397,1.3767715692520142,1.0,1e-05,-0.8480292726594362,0.125,30,51,True,3.631890973343389e-06,9.205241542292243e-06,557.78515625
