gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,d_relaxation,stagger_tol,reaction_y,disp_y,step,iters,converged,err_u,err_d,rss_mb,peak_rss_mb
48092,34416,5956,standard,from_u,0.0,0.0,-0.0,-0.0,y,0.0,y,solve_direct_pardiso,gmres-phase,1,1,True,True,nan,nan,0.0,0.0,30.782940167999186,9.16399949346669e-06,13.498372022000694,11.004223751999234,3.9866781670007185,0.0002602929998829495,1.0,1e-05,-0.0,0.0,0,1,True,0.0,0.0,1335.73828125,1657.15625
