gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,d_relaxation,stagger_tol,reaction_y,disp_y,step,iters,converged,err_u,err_d,rss_mb
48092,34416,5956,standard,from_u,0.4254751286400468,24.771383581312417,-28.143311875846784,-28.143311875846784,y,0.08760000000000001,y,_default_spsolve,gmres-phase,1,55,True,True,nan,8.908577783010592e-11,2.015689195272796e-11,8.908576479822218e-11,279.3802582770586,4.604458808898926e-06,51.51967793703079,213.2035241574049,13.006759405136108,1.188292607665062,1.0,1e-05,-28.143311875846784,0.08760000000000001,13,52,True,1.6921568568323766e-06,8.811727786243916e-06,920.2890625
48092,34416,5956,standard,from_u,0.9966858144331778,30546.58403548051,-16.01823182942949,-16.01823182942949,y,0.0898,y,_default_spsolve,gmres-phase,1,67,True,True,nan,8.828265014241122e-11,1.656011125765263e-11,8.828265885553804e-11,1114.9176503270864,4.753470420837402e-06,199.95885333418846,854.9826985001564,50.931016236543655,7.768092587590218,1.0,1e-05,-16.01823182942949,0.0898,14,206,True,2.3817082356540186e-06,9.8222343285526e-06,912.16015625
48092,34416,5956,standard,from_u,0.9969042000608777,36965.00113528788,-10.869050490837811,-10.869050490837811,y,0.092,y,_default_spsolve,gmres-phase,1,75,True,True,nan,8.942349180601153e-11,1.6828067377981083e-11,8.942350054625426e-11,1671.6262274086475,5.081295967102051e-06,325.16723600029945,1245.9429069161415,83.29665598273277,15.32864798605442,1.0,1e-05,-10.869050490837811,0.092,15,321,True,1.2557218288004886e-06,9.729009830618498e-06,957.28125
48092,34416,5956,standard,from_u,0.9976853987790785,39009.03987418122,-7.071817321773596,-7.071817321773596,y,0.0942,y,_default_spsolve,gmres-phase,1,93,True,True,nan,9.7351247882881e-11,1.312433797698444e-11,9.73512480375254e-11,2542.81906645,4.723668098449707e-06,519.7837713509798,1859.3965836763382,133.89392466843128,26.981492698192596,1.0,1e-05,-7.071817321773596,0.0942,16,500,False,2.1938849026326137e-06,1.8484329747357804e-05,961.5859375
48092,34416,5956,standard,from_u,0.9981135710703881,47747.12079333244,-0.18547818437960928,-0.18547818437960928,y,0.0964,y,_default_spsolve,gmres-phase,1,160,True,True,nan,9.318780745468734e-11,1.1270991014225888e-13,9.31878023979725e-11,513.604911416769,4.9173831939697266e-06,106.3170053511858,370.97921182215214,27.389252796769142,8.20936892926693,1.0,1e-05,-0.18547818437960928,0.0964,17,102,True,7.842209310524778e-06,3.2211650808966425e-06,963.4921875
48092,34416,5956,standard,from_u,0.998309186634894,47747.12079333244,-0.16954042072904787,-0.16954042072904787,y,0.09860000000000001,y,_default_spsolve,gmres-phase,1,158,True,True,nan,9.059138712360725e-11,8.071262196842426e-14,9.059138260889644e-11,101.79012848436832,5.841255187988281e-06,20.87165641784668,73.49596957862377,5.453844428062439,1.660131260752678,1.0,1e-05,-0.16954042072904787,0.09860000000000001,18,20,True,3.9240010204757233e-07,5.5071124430197195e-06,904.3984375
48092,34416,5956,standard,from_u,0.9983817148662328,49127.957681816384,-0.15682145212775345,-0.15682145212775345,y,0.1008,y,_default_spsolve,gmres-phase,1,154,True,True,nan,8.569138874784493e-11,7.756856529108194e-14,8.569139063018462e-11,137.77897627651691,4.857778549194336e-06,28.233899638056755,99.84044349193573,7.274745360016823,2.124956786632538,1.0,1e-05,-0.15682145212775345,0.1008,19,27,True,9.388680309537695e-07,7.658373420362456e-06,969.6640625
48092,34416,5956,standard,from_u,0.9983817148662328,50689.38701752768,-0.14142997587891054,-0.14142997587891054,y,0.10300000000000001,y,_default_spsolve,gmres-phase,1,160,True,True,nan,9.710793908815626e-11,8.218480370774626e-14,9.710793046642642e-11,282.4986784607172,4.976987838745117e-06,57.48895879089832,205.22420579195023,14.729922652244568,4.588842377066612,1.0,1e-05,-0.14142997587891054,0.10300000000000001,20,55,True,9.096858493162413e-07,8.774162528963764e-06,984.5078125
48092,34416,5956,standard,from_u,0.9984519179660265,51244.529405107096,-0.12566726663950473,-0.12566726663950473,y,0.1052,y,_default_spsolve,gmres-phase,1,176,True,True,nan,9.754873225136736e-11,6.341502223571039e-14,9.754872765958592e-11,195.5889752805233,5.4836273193359375e-06,39.63484862446785,142.05464479327202,10.213426604866982,3.265513926744461,1.0,1e-05,-0.12566726663950473,0.1052,21,38,True,8.252822269069756e-07,7.843370647051396e-06,962.33203125
48092,34416,5956,standard,from_u,0.9986285389796468,53055.745821778815,-0.11530619257245348,-0.11530619257245348,y,0.1074,y,_default_spsolve,gmres-phase,1,182,True,True,nan,9.229892943248498e-11,5.0359730043425023e-14,9.2298923822463e-11,116.11272545158863,5.081295967102051e-06,23.824664175510406,83.58636090159416,6.186371073126793,2.121233269572258,1.0,1e-05,-0.11530619257245348,0.1074,22,23,True,3.155422822698979e-06,6.287156906817899e-06,985.71875
48092,34416,5956,standard,from_u,0.998721396092228,55170.259747929646,-0.10633695412277674,-0.10633695412277674,y,0.1096,y,_default_spsolve,gmres-phase,1,180,True,True,nan,9.80695048079816e-11,6.994796319290588e-14,9.806950030221014e-11,155.24452842772007,5.21540641784668e-06,31.358933463692665,112.86812829971313,8.071616441011429,2.567818894982338,1.0,1e-05,-0.10633695412277674,0.1096,23,30,True,1.7564838405758622e-06,8.32683626592777e-06,1001.1171875
48092,34416,5956,standard,from_u,0.998946735863489,57281.451983628154,-0.09607861943584133,-0.09607861943584133,y,0.11180000000000001,y,_default_spsolve,gmres-phase,1,182,True,True,nan,9.9881296583031e-11,7.011197134958329e-14,9.988129325745224e-11,280.9570130109787,4.798173904418945e-06,56.474997878074646,204.76048117876053,14.462852120399475,4.726197838783264,1.0,1e-05,-0.09607861943584133,0.11180000000000001,24,54,True,2.027103532188851e-06,9.707499564089405e-06,958.82421875
48092,34416,5956,standard,from_u,0.9992095890965806,59424.679756450576,-0.08931709527894224,-0.08931709527894224,y,0.114,y,_default_spsolve,gmres-phase,1,182,True,True,nan,9.895935058838771e-11,4.369284950959343e-14,9.89593592066218e-11,111.6571923494339,4.470348358154297e-06,22.82661744952202,80.5945141762495,5.982046887278557,1.9309620708227158,1.0,1e-05,-0.08931709527894224,0.114,25,22,True,3.1817987281100417e-06,7.966023535804656e-06,899.02734375
48092,34416,5956,standard,from_u,0.9994507090217136,61595.21577116063,-0.08292813189678803,-0.08292813189678803,y,0.1162,y,_default_spsolve,gmres-phase,1,185,True,True,nan,9.273197549669546e-11,4.426122497298549e-14,9.273197650653951e-11,175.6468839496374,6.243586540222168e-06,35.52229596674442,127.45135535299778,9.153709769248962,3.0299199521541595,1.0,1e-05,-0.08292813189678803,0.1162,26,34,True,3.2530987067655852e-06,7.914686249211515e-06,989.390625
48092,34416,5956,standard,from_u,0.9996807777235873,63818.48136442332,-0.07426962640764986,-0.07426962640764986,y,0.1184,y,_default_spsolve,gmres-phase,1,186,True,True,nan,9.563546223188585e-11,5.696961179058804e-14,9.563546330408497e-11,205.2375094741583,5.21540641784668e-06,41.72300657629967,148.80567952990532,10.777705654501915,3.5576973408460617,1.0,1e-05,-0.07426962640764986,0.1184,27,40,True,3.3031037635916732e-06,8.281637347716554e-06,969.8671875
48092,34416,5956,standard,from_u,0.999958400665938,66099.53815274197,-0.06122467029109846,-0.06122467029109846,y,0.1206,y,_default_spsolve,gmres-phase,1,188,True,True,nan,9.555907989421198e-11,3.65422304331619e-14,9.555908624579166e-11,101.0052190721035,5.066394805908203e-06,20.718611270189285,72.71212755143642,5.460428461432457,1.8334961831569672,1.0,1e-05,-0.06122467029109846,0.1206,28,20,True,7.96283103951383e-06,8.821826971207778e-06,981.13671875
48092,34416,5956,standard,from_u,1.0,68442.32789363874,-0.05536907434672583,-0.05536907434672583,y,0.12279999999999999,y,_default_spsolve,gmres-phase,1,188,True,True,nan,9.98368193757623e-11,4.864209949501736e-14,9.983682172394922e-11,314.014311671257,5.245208740234375e-06,63.36860378086567,228.32727034389973,16.439085468649864,5.35061813890934,1.0,1e-05,-0.05536907434672583,0.12279999999999999,29,61,True,3.772694988305397e-06,9.28550916113457e-06,991.265625
48092,34416,5956,standard,from_u,1.0,70824.51920982884,-0.052219601061842806,-0.052219601061842806,y,0.125,y,_default_spsolve,gmres-phase,1,189,True,True,nan,9.734221670266231e-11,3.455875093642882e-14,9.734221898143665e-11,61.369427889585495,5.066394805908203e-06,12.412388131022453,44.31156525015831,3.2301842272281647,1.09303617477417,1.0,1e-05,-0.052219601061842806,0.125,30,12,True,1.3058404611598779e-06,1.821086286595216e-06,931.63671875
