step,load,iter,gdof_sigma,gdof_u,gdof_d,du_abs,dd_abs,err_u,err_d,max_d,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_elastic_assemble_iter_s,t_elastic_solve_iter_s,t_phase_assemble_iter_s,t_phase_solve_iter_s,t_elastic_iter_total_s,t_phase_iter_total_s,t_iter_s
0,0.0,1,76099,54660,9379,0.0,0.0,0.0,0.0,0.0,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,0.0,0.0,3.3608368327841163,0.09189275000244379,0.20152262458577752,0.042778834234923124,3.45272958278656,0.24430145882070065,3.704412250313908
1,0.007000000000000001,7,76099,54660,9379,0.08058751033636097,0.048361806310754915,0.16281947853803871,0.12452785864591831,0.016822281000363662,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,8663.464196879391,3.0473519608774194e-15,1.0975917498581111,388.01040949998423,0.13254999974742532,0.02157091721892357,389.10800124984235,0.1541209169663489,389.2692644158378
1,0.007000000000000001,3,76099,54660,9379,0.011913610621956644,0.0003999444802461742,0.0240547990177426,0.0010307273890225858,0.014856667380345606,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,2195.4248932281484,2.6301410396825777e-15,1.2256002090871334,389.20586216589436,0.12486691679805517,0.02318320795893669,390.4314623749815,0.14805012475699186,390.58477158332244
1,0.007000000000000001,8,76099,54660,9379,0.1038748916109147,0.04844368811761447,0.2098694402481543,0.12473869787728945,0.0170844907970262,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,8618.9165276717,3.0716946166732647e-15,1.017006958834827,349.47633904218674,0.11798791633918881,0.02202841592952609,350.49334600102156,0.1400163322687149,350.63801199989393
1,0.007000000000000001,4,76099,54660,9379,0.0004246624880827955,3.5157609041260305e-05,0.0008574370210135723,9.060735267322577e-05,0.014856760592875553,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,2196.7186630136785,3.0479930224742874e-15,1.2060661250725389,346.99653379106894,0.14904354233294725,0.021587457973510027,348.2025999161415,0.17063100030645728,348.38258595764637
1,0.007000000000000001,9,76099,54660,9379,0.07219525686993959,0.015809166746329102,0.14586372041300766,0.04070736459359291,0.017115032990225088,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,7320.27625208623,2.7413368170155415e-15,1.0592237077653408,350.7364604999311,0.11779229203239083,0.021489667240530252,351.79568420769647,0.13928195927292109,351.939213457983
1,0.007000000000000001,5,76099,54660,9379,2.111984508505019e-05,1.6328026678636247e-06,4.264312851306733e-05,4.208020147197131e-06,0.014856761798564877,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,2196.6491454295315,3.1631050071710382e-15,1.0500950422137976,350.1710186251439,0.13215704169124365,0.02300283405929804,351.2211136673577,0.1551598757505417,351.3814658331685
1,0.007000000000000001,10,76099,54660,9379,0.024015199168480564,0.01010431742012449,0.04852044925173592,0.026017824961325587,0.017119438308008366,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,7439.61111493096,2.959812261295686e-15,1.0242111659608781,356.31749337539077,0.11240020813420415,0.025348542258143425,357.34170454135165,0.13774875039234757,357.48535558301955
1,0.007000000000000001,6,76099,54660,9379,0.24161095474979144,0.051852987777443654,0.48783724274821155,0.13363428511869255,0.016554137624540173,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,10250.76342816556,3.512537235955331e-15,1.0895367907360196,362.98875495791435,0.22810154082253575,0.02182979229837656,364.0782917486504,0.2499313331209123,364.33225204236805
1,0.007000000000000001,11,76099,54660,9379,0.13955942154202164,0.01209619955290335,0.28196667381458623,0.031146765246892524,0.017378576437393913,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,10226.226466234522,2.7684814934543593e-15,1.0460292911157012,406.7790554589592,0.17815083405002952,0.03609670791774988,407.8250847500749,0.2142475419677794,408.0474797077477
1,0.007000000000000001,7,76099,54660,9379,0.09783503698641058,0.05080123529893615,0.19753895156387163,0.13092373368064594,0.01675064480787575,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,8252.92875014233,3.1485756965237846e-15,1.0160271250642836,401.2812797911465,0.1220215829089284,0.022812542039901018,402.2973069162108,0.1448341249488294,402.4464010838419
1,0.007000000000000001,12,76099,54660,9379,0.0208539269239072,0.0005350888928068703,0.04213339626759663,0.0013778119365164536,0.01737875984701371,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,9760.790761999393,1.6078555228508138e-15,1.3529567923396826,366.55419529182836,0.16152208298444748,0.026455374900251627,367.90715208416805,0.1879774578846991,368.1010704576038
1,0.007000000000000001,8,76099,54660,9379,0.09500972312853206,0.04175113678013633,0.1918343537580598,0.107600035323969,0.016936664796015938,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,8354.31708211227,3.0970507248530774e-15,1.0446100840345025,374.065129541792,0.2653310829773545,0.03934558294713497,375.1097396258265,0.3046766659244895,375.42303366726264
1,0.007000000000000001,13,76099,54660,9379,0.003671734309250732,4.182407831116293e-05,0.007418393533528606,0.00010769372174525414,0.017378828024328167,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,9711.22362006273,1.4128335718906612e-15,1.453328249976039,421.7830015416257,0.15293354075402021,0.04462624993175268,423.23632979160175,0.1975597906857729,423.44930704217404
