gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,reaction_y,disp_y,step,iters,converged,err_u,err_d
76099,54660,9379,effective_stress,from_u,0.0,0.0,-0.0,-0.0,y,0.0,y,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,0.0,0.0,6.272051082924008,3.875233232975006e-06,3.3608368327841163,0.09189275000244379,0.20152262458577752,0.042778834234923124,-0.0,0.0,0,1,True,0.0,0.0
76099,54660,9379,effective_stress,from_u,0.017419063652479902,11.06250512849206,-2.092711659686297,-2.092711659686297,y,0.007000000000000001,y,elastic_solver,_default_spsolve,1,1,True,True,nan,nan,10194.436602806747,1.5360725941108041e-15,14911.618054208811,4.083849489688873e-06,51.70074254181236,14851.68656341359,6.584218834061176,1.0279512866400182,-2.092711659686297,0.007000000000000001,1,38,True,5.1763988282860274e-06,4.094242697148097e-08
