gdof_sigma,gdof_u,gdof_d,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,reaction_y,disp_y,step,iters,converged,err_u,err_d
17120,12120,2150,0.0,0.0,-0.0,-0.0,y,0.0,y,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,0.0,0.0,2.0073421667329967,2.624932676553726e-06,0.4057174576446414,0.3749231668189168,0.02421495784074068,0.002815208863466978,-0.0,0.0,0,1,True,0.0,0.0
17120,12120,2150,0.019443411046264895,0.2809526950645593,-6.059026053049352,-6.059026053049352,y,0.014000000000000002,y,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.456763192011686e-12,2.972926342349131e-15,3.1421769578009844,3.2084062695503235e-06,0.7506831255741417,2.2100906670093536,0.12444529123604298,0.017458542250096798,-6.059026053049352,0.014000000000000002,1,6,True,3.509212903532499e-07,1.4417458810515477e-06
17120,12120,2150,0.09760995190576029,1.765680518408123,-11.099158040933927,-11.099158040933927,y,0.028000000000000004,y,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.2060676607628398e-11,1.505417314323613e-15,6.268343625124544,3.041233867406845e-06,1.3827442494221032,4.564859042875469,0.24395733373239636,0.0337100843898952,-11.099158040933927,0.028000000000000004,2,12,True,1.400891593903196e-06,3.42169473800029e-06
17120,12120,2150,1.0,1490923208829508.5,-1.859802136042191e-05,-1.859802136042191e-05,y,0.04200000000000001,y,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.950506179593861e-11,8.381190191180938e-16,27.52817670814693,2.0419247448444366e-06,5.160488494671881,21.26998212840408,0.8911594552919269,0.12993267131969333,-1.859802136042191e-05,0.04200000000000001,3,42,True,5.274978158809785e-06,9.730832703756675e-07
