step,load,iter,gdof_sigma,gdof_u,gdof_d,du_abs,dd_abs,err_u,err_d,max_d,d_relaxation,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_elastic_assemble_iter_s,t_elastic_solve_iter_s,t_phase_assemble_iter_s,t_phase_solve_iter_s,t_elastic_iter_total_s,t_phase_iter_total_s,t_iter_s
0,0.0,1,183524,132408,22486,0.0,0.0,0.0,0.0,0.0,1.0,_default_spsolve,gmres-phase,1,1,True,True,nan,nan,0.0,0.0,2.8329412788152695,37.86614879965782,0.9882226586341858,0.0011771172285079956,40.69909007847309,0.9893997758626938,41.71840603649616
1,0.014000000000000002,1,183524,132408,22486,1.6834922001724848,0.41286682640090117,1.0,1.0,0.009015882157895075,1.0,_default_spsolve,gmres-phase,1,108,True,True,nan,8.714306811567368e-11,3.37396618277597e-10,8.714310955653291e-11,2.5948542654514313,37.74537244439125,0.44577689468860626,0.12412051856517792,40.34022670984268,0.5698974132537842,40.929208278656006
1,0.014000000000000002,2,183524,132408,22486,0.0008566528809185527,0.000746308829874557,0.0005088546776936555,0.001807626048283854,0.009054742112630637,1.0,_default_spsolve,gmres-phase,1,106,True,True,nan,9.13208175440844e-11,1.3702601402629093e-10,9.132085206021903e-11,2.2191606611013412,36.7643311470747,0.4616437703371048,0.11500611901283264,38.98349180817604,0.5766498893499374,39.579310178756714
1,0.014000000000000002,3,183524,132408,22486,6.578568100828644e-06,1.1049413437284247e-05,3.907691464299404e-06,2.6762657425411716e-05,0.00905539746940605,1.0,_default_spsolve,gmres-phase,1,106,True,True,nan,8.196983470108322e-11,1.414523530613723e-10,8.196986225022173e-11,2.710225686430931,36.67172093689442,0.4440164715051651,0.12209847569465637,39.38194662332535,0.5661149471998215,39.96668516099453
1,0.014000000000000002,4,183524,132408,22486,1.032288164721185e-07,1.838105734201115e-07,6.13182623961917e-08,4.4520547950643074e-07,0.009055408924438544,1.0,_default_spsolve,gmres-phase,1,105,True,True,nan,9.402445091782337e-11,1.2246765240672585e-10,9.402450661879233e-11,2.5227909982204437,36.85708622634411,0.4038035273551941,0.11830134689807892,39.37987722456455,0.522104874253273,39.920639887452126
2,0.028000000000000004,1,183524,132408,22486,1.6832811820149682,1.2105244251506038,1.0,1.0,0.03529752834426424,1.0,_default_spsolve,gmres-phase,1,108,True,True,nan,8.217241372762041e-11,1.4447753917883367e-10,8.21723507786964e-11,2.4763761162757874,37.197535023093224,0.44702766835689545,0.09184785187244415,39.67391113936901,0.5388755202293396,40.23173600435257
2,0.028000000000000004,2,183524,132408,22486,0.005097717206260814,0.00855676112986904,0.003028440679268215,0.007068639799485646,0.03574259569577565,1.0,_default_spsolve,gmres-phase,1,106,True,True,nan,8.947664253699573e-11,1.4354982169054385e-10,8.947668602338345e-11,2.425722613930702,37.381087467074394,0.4070204943418503,0.12584343552589417,39.806810081005096,0.5328639298677444,40.35870377719402
2,0.028000000000000004,3,183524,132408,22486,0.000154603350624323,0.0005005936165895985,9.184642012052637e-05,0.00041353450305417727,0.035772360268340304,1.0,_default_spsolve,gmres-phase,1,105,True,True,nan,9.57922729507586e-11,1.8850441451769742e-10,9.579222814816084e-11,2.5946902334690094,37.43001887202263,0.4308609217405319,0.1221914142370224,40.02470910549164,0.5530523359775543,40.59706215560436
2,0.028000000000000004,4,183524,132408,22486,9.587865811792497e-06,3.2998785862727884e-05,5.695938334150068e-06,2.7259909157654906e-05,0.0357744243626665,1.0,_default_spsolve,gmres-phase,1,105,True,True,nan,8.662282463076461e-11,1.9473912523316699e-10,8.662285704318852e-11,2.477990999817848,37.292559176683426,0.4000491201877594,0.11634649336338043,39.770550176501274,0.5163956135511398,40.30590109527111
2,0.028000000000000004,5,183524,132408,22486,6.316842389980556e-07,2.23514846499505e-06,3.752695899813359e-07,1.8464298766354678e-06,0.035774568616625445,1.0,_default_spsolve,gmres-phase,1,105,True,True,nan,8.356115352194715e-11,1.9047347696162208e-10,8.356122489858098e-11,2.5920815765857697,37.05828706920147,0.4539962559938431,0.12481710314750671,39.65036864578724,0.5788133591413498,40.24788948893547
