gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,d_relaxation,stagger_tol,reaction_y,disp_y,step,iters,converged,err_u,err_d,rss_mb
183524,132408,22486,standard,from_u,0.0,0.0,-0.0,-0.0,y,0.0,y,_default_spsolve,gmres-phase,1,1,True,True,nan,nan,0.0,0.0,47.25475738942623,8.448958396911621e-06,2.8329412788152695,37.86614879965782,0.9882226586341858,0.0011771172285079956,1.0,1e-05,-0.0,0.0,0,1,True,0.0,0.0,1570.5390625
183524,132408,22486,standard,from_u,0.009055408924438544,0.27080622183971403,-6.16571007144872,-6.16571007144872,y,0.014000000000000002,y,_default_spsolve,gmres-phase,1,105,True,True,nan,9.402445091782337e-11,1.2246765240672585e-10,9.402450661879233e-11,161.2330626398325,4.9173831939697266e-06,10.047031611204147,148.03851075470448,1.7552406638860703,0.47952646017074585,1.0,1e-05,-6.16571007144872,0.014000000000000002,1,4,True,6.13182623961917e-08,4.4520547950643074e-07,1707.65625
183524,132408,22486,standard,from_u,0.035774568616625445,1.0573970068890053,-12.011361161525272,-12.011361161525272,y,0.028000000000000004,y,_default_spsolve,gmres-phase,1,105,True,True,nan,8.356115352194715e-11,1.9047347696162208e-10,8.356122489858098e-11,202.7984659075737,5.707144737243652e-06,12.566861540079117,186.35948760807514,2.13895446062088,0.5810462981462479,1.0,1e-05,-12.011361161525272,0.028000000000000004,2,5,True,3.752695899813359e-07,1.8464298766354678e-06,1714.6015625
183524,132408,22486,standard,from_u,0.07903218651421483,2.3441657339016064,-17.262488280964153,-17.262488280964153,y,0.04200000000000001,y,_default_spsolve,gmres-phase,1,104,True,True,nan,9.322320031368226e-11,1.4220305042173884e-10,9.322319752052261e-11,242.87369188666344,5.4389238357543945e-06,15.389992862939835,222.91099348664284,2.6136060804128647,0.6878784447908401,1.0,1e-05,-17.262488280964153,0.04200000000000001,3,6,True,1.537363539488134e-06,6.859302071434383e-06,1722.09375
183524,132408,22486,standard,from_u,0.1378936615143427,4.349912666598045,-21.721505572753337,-21.721505572753337,y,0.05600000000000001,y,_default_spsolve,gmres-phase,1,103,True,True,nan,9.961196973633887e-11,3.666152130402111e-10,9.961201185008979e-11,326.9581365585327,5.245208740234375e-06,20.725681573152542,300.6879322081804,3.6327435076236725,0.8743669092655182,1.0,1e-05,-21.721505572753337,0.05600000000000001,4,8,True,1.9821428454162196e-06,8.50209601072428e-06,1688.34765625
183524,132408,22486,standard,from_u,0.21375381407174732,7.4376331146776815,-25.270285543960533,-25.270285543960533,y,0.07,y,_default_spsolve,gmres-phase,1,103,True,True,nan,8.003688862870994e-11,1.219672973834885e-10,8.003688805209747e-11,482.6382424682379,4.678964614868164e-06,30.82693137228489,444.21974520385265,5.128406748175621,1.3983837962150574,1.0,1e-05,-25.270285543960533,0.07,5,12,True,1.4998299899971027e-06,6.3046696284239615e-06,1700.4140625
183524,132408,22486,standard,from_u,0.22975092262457977,8.204965172363607,-25.76734864102385,-25.76734864102385,y,0.0722,y,_default_spsolve,gmres-phase,1,102,True,True,nan,9.955834839798328e-11,1.0548846307326449e-10,9.955841235490168e-11,564.0406944006681,4.664063453674316e-06,35.628286957740784,519.5116061419249,6.182968661189079,1.6006528288125992,1.0,1e-05,-25.76734864102385,0.0722,6,14,True,1.4632514148494626e-06,6.76943617535239e-06,1710.4296875
183524,132408,22486,standard,from_u,0.2459039603499247,9.033906643528647,-26.223348496327908,-26.223348496327908,y,0.07440000000000001,y,_default_spsolve,gmres-phase,1,102,True,True,nan,9.464082280253531e-11,2.1774206571491712e-10,9.464077236033153e-11,602.5439129471779,5.409121513366699e-06,38.60163463652134,554.4986599981785,6.705913916230202,1.6654110699892044,1.0,1e-05,-26.223348496327908,0.07440000000000001,7,15,True,1.454861733347678e-06,6.3472633633541576e-06,1759.03125
183524,132408,22486,standard,from_u,0.2633851918165849,9.971663587334934,-26.64908174185336,-26.64908174185336,y,0.0766,y,_default_spsolve,gmres-phase,1,102,True,True,nan,8.851086820022087e-11,7.874267350236621e-11,8.851085379867365e-11,645.2548849284649,4.76837158203125e-06,41.943258836865425,593.2435281425714,6.982819274067879,1.7069748938083649,1.0,1e-05,-26.64908174185336,0.0766,8,16,True,1.952573228454149e-06,8.449459082148808e-06,1723.8203125
183524,132408,22486,standard,from_u,0.28267393182826783,11.076707491294405,-27.045700137129757,-27.045700137129757,y,0.07880000000000001,y,_default_spsolve,gmres-phase,1,102,True,True,nan,8.374146298598086e-11,2.2204792052221017e-10,8.374143019842933e-11,710.3577872216702,5.230307579040527e-06,45.647539511322975,653.622020855546,7.885424375534058,1.962653249502182,1.0,1e-05,-27.045700137129757,0.07880000000000001,9,18,True,1.7978620662462136e-06,7.849080061916256e-06,1763.19140625
