gdof_sigma,gdof_u,gdof_d,elastic_formulation,history_source,max_d,max_H,R,residual_force,R_dir,load,load_dir,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_step_s,t_init_damage_s,t_elastic_assemble_s,t_elastic_solve_s,t_phase_assemble_s,t_phase_solve_s,d_relaxation,stagger_tol,reaction_y,disp_y,step,iters,converged,err_u,err_d,rss_mb
3582,2460,131,standard,from_u,0.0,0.0,-0.0,-0.0,y,0.0,y,_default_spsolve,_default_lgmres,1,1,True,True,nan,nan,nan,nan,0.15245148539543152,2.6971101760864258e-06,0.035926491022109985,0.052082329988479614,0.004685789346694946,9.232759475708008e-05,1.0,1e-05,-0.0,0.0,0,1,True,0.0,0.0,154.08984375
3582,2460,131,standard,from_u,0.44679222536444074,21.76229878700959,-13.009381296699445,-13.009381296699445,y,0.05,y,_default_spsolve,_default_lgmres,1,1,True,True,nan,nan,nan,nan,4.115051433444023,9.685754776000977e-07,1.6949050426483154,2.1968880146741867,0.15216761827468872,0.04079484939575195,1.0,1e-05,-13.009381296699445,0.05,1,42,True,0.0,0.0,154.953125
