step,load,iter,gdof_sigma,gdof_u,gdof_d,du_abs,dd_abs,err_u,err_d,max_d,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_elastic_assemble_iter_s,t_elastic_solve_iter_s,t_phase_assemble_iter_s,t_phase_solve_iter_s,t_elastic_iter_total_s,t_phase_iter_total_s,t_iter_s
4,0.05600000000000001,1,319114,230688,38996,2.2215500026487462,3.333768974501256,1.0,1.0,0.1326117367080344,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.163532575525857e-10,1.6163546245128845e-14,11.557236415799707,211.61377204116434,1.3609754159115255,0.20907654240727425,223.17100845696405,1.5700519583187997,227.42170624993742
4,0.05600000000000001,3,319114,230688,38996,0.0038373181899716267,0.02170671574719422,0.0017273156964265515,0.006511163764862148,0.13750037154074474,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.794820700518948e-10,1.4027360583657733e-14,11.937292041722685,202.5663935416378,0.6080730417743325,0.25916070817038417,214.5036855833605,0.8672337499447167,218.05811116611585
3,0.04200000000000001,4,319114,230688,38996,0.0001558488690854669,0.0007600725697917614,7.011092954936469e-05,0.0002988625911662172,0.07905833255723718,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,2.4803447620284117e-09,1.4575745474245618e-14,12.534568207804114,211.15596962487325,0.6231805002316833,0.28626791713759303,223.69053783267736,0.9094484173692763,227.2584862075746
4,0.05600000000000001,2,319114,230688,38996,0.030735167888345936,0.09648392326967321,0.01383501062397898,0.028941394562023468,0.1364872743108254,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,4.607867600282313e-10,1.5462626652451534e-14,12.020234249997884,251.49391470802948,0.5594615424051881,0.22891520895063877,263.51414895802736,0.7883767513558269,267.5880632502958
4,0.05600000000000001,4,319114,230688,38996,0.0009142960555335848,0.005547784115046486,0.00041155772071007756,0.0016641177470542794,0.13777540255558612,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.5852480267246318e-10,1.3705513306182704e-14,9.303506666328758,179.64339254191145,0.7475468749180436,0.257573917042464,188.9468992082402,1.0051207919605076,192.50635787518695
3,0.04200000000000001,5,319114,230688,38996,2.2754524921802114e-05,0.00011422489383558127,1.0236461150365181e-05,4.4913537343862604e-05,0.07906414882601337,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.499285453228666e-10,1.462415403114624e-14,17.38551037525758,192.86374749988317,1.3600271251052618,0.26306337490677834,210.24925787514076,1.6230905000120401,220.5894444589503
4,0.05600000000000001,3,319114,230688,38996,0.0038373181899716267,0.02170671574719422,0.0017273156964265515,0.006511163764862148,0.13750037154074474,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,3.794820700518948e-10,1.4027360583657733e-14,11.424115792382509,212.74478045804426,0.6588792088441551,0.2670331667177379,224.16889625042677,0.925912375561893,227.66427849978209
3,0.04200000000000001,6,319114,230688,38996,3.410623457691591e-06,1.736266082745758e-05,1.5343196416169833e-06,6.827045219979197e-06,0.07906505318303414,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,9.48103937021364e-10,1.3768071727248501e-14,15.748503209091723,171.88455108366907,0.6019815001636744,0.2582656657323241,187.6330542927608,0.8602471658959985,190.66959187528118
4,0.05600000000000001,5,319114,230688,38996,0.00023349511681503005,0.0014616724277575247,0.00010510459658195163,0.00043844442699458386,0.13785057450526525,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,6.591413239067802e-10,1.3307585979989781e-14,17.961788583081216,210.1339016673155,0.6795599162578583,0.3247678750194609,228.09569025039673,1.0043277912773192,231.4658430418931
4,0.05600000000000001,4,319114,230688,38996,0.0009142960555335848,0.005547784115046486,0.00041155772071007756,0.0016641177470542794,0.13777540255558612,_default_spsolve,_default_spsolve,1,1,True,True,nan,nan,1.5852480267246318e-10,1.3705513306182704e-14,12.95293812500313,222.24729687534273,0.5984616251662374,0.2469442500732839,235.20023500034586,0.8454058752395213,238.51899916678667
